version,n,workers,depth,time,solutions
mpi_partial,17,24,3,2.280672,95815104
hybrid_partial,17,24,3,16.695486,95815104
hybrid_partial,17,24,3,8.427124,95815104
hybrid_partial,17,24,3,5.647243,95815104
hybrid_partial,17,24,3,4.384266,95815104
sequential,18,1,0,242.686822,666090624
openmp_partial,18,2,3,122.164288,666090624
openmp_tasks,18,2,3,123.470418,666090624
openmp_partial,18,4,3,61.401359,666090624
openmp_tasks,18,4,3,63.178528,666090624
openmp_partial,18,8,3,31.207419,666090624
openmp_tasks,18,8,3,31.682588,666090624
openmp_partial,18,12,3,21.940026,666090624
openmp_tasks,18,12,3,22.550820,666090624
openmp_partial,18,16,3,16.862750,666090624
openmp_tasks,18,16,3,17.587751,666090624
openmp_partial,18,24,3,13.136077,666090624
openmp_tasks,18,24,3,13.419638,666090624
mpi_partial,18,2,3,121.646507,666090624
mpi_partial,18,4,3,61.389567,666090624
mpi_partial,18,8,3,31.373970,666090624
mpi_partial,18,12,3,22.482229,666090624
mpi_partial,18,16,3,17.394836,666090624
mpi_partial,18,24,3,14.309381,666090624
hybrid_partial,18,24,3,123.244024,666090624
hybrid_partial,18,24,3,62.489569,666090624
hybrid_partial,18,24,3,41.856958,666090624
hybrid_partial,18,24,3,31.943133,666090624
