version,n,workers,depth,time,solutions
openmp_tasks,14,8,3,0.015375,365596
openmp_partial,14,12,3,0.011161,365596
openmp_tasks,14,12,3,0.011257,365596
openmp_partial,14,16,3,0.009015,365596
openmp_tasks,14,16,3,0.009837,365596
openmp_partial,14,24,3,0.015465,365596
openmp_tasks,14,24,3,0.013273,365596
mpi_partial,14,2,3,0.055099,365596
mpi_partial,14,4,3,0.028066,365596
mpi_partial,14,8,3,0.016929,365596
mpi_partial,14,12,3,0.011550,365596
mpi_partial,14,16,3,0.008652,365596
mpi_partial,14,24,3,0.010906,365596
hybrid_partial,14,24,3,0.055817,365596
hybrid_partial,14,24,3,0.028857,365596
hybrid_partial,14,24,3,0.019374,365596
hybrid_partial,14,24,3,0.015071,365596
sequential,15,1,0,0.685328,2279184
openmp_partial,15,2,3,0.350591,2279184
openmp_tasks,15,2,3,0.352217,2279184
openmp_partial,15,4,3,0.176095,2279184
openmp_tasks,15,4,3,0.181513,2279184
openmp_partial,15,8,3,0.092237,2279184
openmp_tasks,15,8,3,0.093606,2279184
openmp_partial,15,12,3,0.064779,2279184
openmp_tasks,15,12,3,0.068151,2279184
openmp_partial,15,16,3,0.049993,2279184
openmp_tasks,15,16,3,0.053127,2279184
openmp_partial,15,24,3,0.046883,2279184
openmp_tasks,15,24,3,0.045785,2279184
mpi_partial,15,2,3,0.355562,2279184
mpi_partial,15,4,3,0.182345,2279184
mpi_partial,15,8,3,0.096132,2279184
mpi_partial,15,12,3,0.070476,2279184
mpi_partial,15,16,3,0.052953,2279184
mpi_partial,15,24,3,0.047116,2279184
hybrid_partial,15,24,3,0.355484,2279184
hybrid_partial,15,24,3,0.178091,2279184
hybrid_partial,15,24,3,0.120142,2279184
hybrid_partial,15,24,3,0.103116,2279184
sequential,16,1,0,4.611000,14772512
openmp_partial,16,2,3,2.339632,14772512
openmp_tasks,16,2,3,2.337832,14772512
openmp_partial,16,4,3,1.176959,14772512
openmp_tasks,16,4,3,1.217552,14772512
openmp_partial,16,8,3,0.597768,14772512
openmp_tasks,16,8,3,0.614663,14772512
openmp_partial,16,12,3,0.421405,14772512
openmp_tasks,16,12,3,0.433974,14772512
openmp_partial,16,16,3,0.326837,14772512
openmp_tasks,16,16,3,0.337864,14772512
openmp_partial,16,24,3,0.256618,14772512
openmp_tasks,16,24,3,0.263568,14772512
mpi_partial,16,2,3,2.330335,14772512
mpi_partial,16,4,3,1.191542,14772512
mpi_partial,16,8,3,0.617584,14772512
mpi_partial,16,12,3,0.452004,14772512
mpi_partial,16,16,3,0.345980,14772512
mpi_partial,16,24,3,0.261899,14772512
hybrid_partial,16,24,3,2.335426,14772512
hybrid_partial,16,24,3,1.200505,14772512
hybrid_partial,16,24,3,0.802801,14772512
hybrid_partial,16,24,3,0.618703,14772512
sequential,17,1,0,32.497662,95815104
openmp_partial,17,2,3,16.679815,95815104
openmp_tasks,17,2,3,16.472452,95815104
openmp_partial,17,4,3,8.340504,95815104
openmp_tasks,17,4,3,8.345429,95815104
openmp_partial,17,8,3,4.213210,95815104
openmp_tasks,17,8,3,4.260653,95815104
openmp_partial,17,12,3,2.960357,95815104
openmp_tasks,17,12,3,3.089708,95815104
openmp_partial,17,16,3,2.329019,95815104
openmp_tasks,17,16,3,2.374741,95815104
openmp_partial,17,24,3,1.791720,95815104
openmp_tasks,17,24,3,1.857044,95815104
mpi_partial,17,2,3,16.476974,95815104
mpi_partial,17,4,3,8.420732,95815104
mpi_partial,17,8,3,4.238892,95815104
mpi_partial,17,12,3,3.091291,95815104
mpi_partial,17,16,3,2.387011,95815104
mpi_partial,17,24,3,1.883574,95815104
hybrid_partial,17,24,3,16.607015,95815104
hybrid_partial,17,24,3,8.474423,95815104
hybrid_partial,17,24,3,5.626295,95815104
hybrid_partial,17,24,3,4.270756,95815104
sequential,18,1,0,242.256409,666090624
openmp_partial,18,2,3,122.119084,666090624
openmp_tasks,18,2,3,123.486953,666090624
openmp_partial,18,4,3,61.422369,666090624
openmp_tasks,18,4,3,63.071027,666090624
openmp_partial,18,8,3,31.218920,666090624
openmp_tasks,18,8,3,31.994288,666090624
openmp_partial,18,12,3,21.811090,666090624
openmp_tasks,18,12,3,22.777552,666090624
openmp_partial,18,16,3,16.872650,666090624
openmp_tasks,18,16,3,17.332255,666090624
openmp_partial,18,24,3,13.273399,666090624
openmp_tasks,18,24,3,13.738512,666090624
mpi_partial,18,2,3,121.744532,666090624
mpi_partial,18,4,3,61.601001,666090624
mpi_partial,18,8,3,31.361531,666090624
mpi_partial,18,12,3,22.410450,666090624
mpi_partial,18,16,3,17.378687,666090624
mpi_partial,18,24,3,14.271661,666090624
hybrid_partial,18,24,3,123.335972,666090624
hybrid_partial,18,24,3,62.299481,666090624
hybrid_partial,18,24,3,42.119974,666090624
hybrid_partial,18,24,3,31.976943,666090624
