version,n,workers,depth,time,solutions
mpi_partial,15,8,3,0.097875,2279184
mpi_partial,15,12,3,0.070711,2279184
mpi_partial,15,16,3,0.052887,2279184
mpi_partial,15,24,3,0.044313,2279184
hybrid_partial,15,24,3,0.349405,2279184
hybrid_partial,15,24,3,0.177535,2279184
hybrid_partial,15,24,3,0.118500,2279184
hybrid_partial,15,24,3,0.093128,2279184
sequential,16,1,0,4.591753,14772512
openmp_partial,16,2,3,2.337074,14772512
openmp_tasks,16,2,3,2.331965,14772512
openmp_partial,16,4,3,1.176739,14772512
openmp_tasks,16,4,3,1.207585,14772512
openmp_partial,16,8,3,0.621368,14772512
openmp_tasks,16,8,3,0.636412,14772512
openmp_partial,16,12,3,0.431945,14772512
openmp_tasks,16,12,3,0.439895,14772512
openmp_partial,16,16,3,0.332004,14772512
openmp_tasks,16,16,3,0.348511,14772512
openmp_partial,16,24,3,0.272242,14772512
openmp_tasks,16,24,3,0.276692,14772512
mpi_partial,16,2,3,2.350053,14772512
mpi_partial,16,4,3,1.185743,14772512
mpi_partial,16,8,3,0.614806,14772512
mpi_partial,16,12,3,0.434575,14772512
mpi_partial,16,16,3,0.349806,14772512
mpi_partial,16,24,3,0.262961,14772512
hybrid_partial,16,24,3,2.326486,14772512
hybrid_partial,16,24,3,1.172750,14772512
hybrid_partial,16,24,3,0.796225,14772512
hybrid_partial,16,24,3,0.683825,14772512
sequential,17,1,0,32.699591,95815104
openmp_partial,17,2,3,16.545803,95815104
openmp_tasks,17,2,3,17.627828,95815104
openmp_partial,17,4,3,8.325652,95815104
openmp_tasks,17,4,3,8.352772,95815104
openmp_partial,17,8,3,4.211326,95815104
openmp_tasks,17,8,3,4.239565,95815104
openmp_partial,17,12,3,2.953538,95815104
openmp_tasks,17,12,3,3.028868,95815104
openmp_partial,17,16,3,2.284903,95815104
openmp_tasks,17,16,3,2.362117,95815104
openmp_partial,17,24,3,1.731846,95815104
openmp_tasks,17,24,3,1.785937,95815104
mpi_partial,17,2,3,16.517112,95815104
mpi_partial,17,4,3,8.321097,95815104
mpi_partial,17,8,3,4.396711,95815104
mpi_partial,17,12,3,3.009513,95815104
mpi_partial,17,16,3,2.415674,95815104
mpi_partial,17,24,3,1.971089,95815104
hybrid_partial,17,24,3,16.598783,95815104
hybrid_partial,17,24,3,8.400274,95815104
hybrid_partial,17,24,3,5.569149,95815104
hybrid_partial,17,24,3,4.267173,95815104
